"Name","Extension","RelativePath","FullPath","IsProtectedByBridgeAudit","SizeBytes","SizeReadable","LastWriteTime","Recommendation"
"40-Year-Old Fetus ORIGINAL.jpg",".jpg","images\Sketches\Mythical Beings\Mythical Humans\40-Year-Old Fetus ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Mythical Beings\Mythical Humans\40-Year-Old Fetus ORIGINAL.jpg","False","553118","540.15 KB","5/9/2026 7:10:01 AM","Candidate for removal later if not needed by bridge"
"Freak Bro Grin COLOR.jpg",".jpg","images\Sketches\grins\Freak Bro Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Freak Bro Grin COLOR.jpg","False","552744","539.79 KB","5/8/2026 6:52:45 AM","Candidate for removal later if not needed by bridge"
"Mr Numb Nut ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Numb Nuts Family\Mr Numb Nut ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Numb Nuts Family\Mr Numb Nut ORIGINAL.jpg","False","552627","539.67 KB","5/8/2026 12:21:50 PM","Candidate for removal later if not needed by bridge"
"Kursed Kid 2 ORIGINAL.jpg",".jpg","images\Sketches\Kursed\Kursed Kid 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Kursed\Kursed Kid 2 ORIGINAL.jpg","False","548240","535.39 KB","5/9/2026 8:16:13 AM","Candidate for removal later if not needed by bridge"
"camoarmymenversion3.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\camoarmymenversion3.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\camoarmymenversion3.jpg","False","545603","532.82 KB","5/9/2026 11:42:01 AM","Candidate for removal later if not needed by bridge"
"Snailmobile COLOR.jpg",".jpg","images\Sketches\Snails\Snailmobile COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailmobile COLOR.jpg","False","544962","532.19 KB","5/10/2026 6:57:15 AM","Candidate for removal later if not needed by bridge"
"camoarmymenversion1.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\camoarmymenversion1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\camoarmymenversion1.jpg","False","544839","532.07 KB","5/9/2026 11:42:01 AM","Candidate for removal later if not needed by bridge"
"series 1 #11 back - DUCKS - Allie Quack - common.png",".png","images\Sketches\avians\ducks\series 1 #11 back - DUCKS - Allie Quack - common.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\avians\ducks\series 1 #11 back - DUCKS - Allie Quack - common.png","False","544574","531.81 KB","5/6/2026 5:29:16 PM","Candidate for removal later if not needed by bridge"
"Kursed Kid 3 ORIGINAL.jpg",".jpg","images\Sketches\Kursed\Kursed Kid 3 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Kursed\Kursed Kid 3 ORIGINAL.jpg","False","542725","530.00 KB","5/9/2026 8:16:14 AM","Candidate for removal later if not needed by bridge"
"Rugrat Grin COLOR.jpg",".jpg","images\Sketches\grins\Rugrat Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rugrat Grin COLOR.jpg","False","542091","529.39 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Mothship ORIGINAL.jpg",".jpg","images\Sketches\Objects\transportation\Mothship ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\transportation\Mothship ORIGINAL.jpg","False","540885","528.21 KB","5/9/2026 11:42:26 AM","Candidate for removal later if not needed by bridge"
"series 1 #7 front - BUZZARDS - Vull Ture.png",".png","images\Sketches\avians\buzzards\series 1 #7 front - BUZZARDS - Vull Ture.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\avians\buzzards\series 1 #7 front - BUZZARDS - Vull Ture.png","False","540059","527.40 KB","5/6/2026 1:47:20 PM","Candidate for removal later if not needed by bridge"
"Peter Grin COLOR.jpg",".jpg","images\Sketches\grins\Peter Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Peter Grin COLOR.jpg","False","539669","527.02 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Mogul Grin back COLOR.jpg",".jpg","images\Sketches\grins\Mogul Grin back COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mogul Grin back COLOR.jpg","False","537502","524.90 KB","5/8/2026 6:52:45 AM","Candidate for removal later if not needed by bridge"
"Poultry Plump (500-Pound Poultry) back COLORdigital.png",".png","images\Sketches\avians\chickens\Poultry Plump (500-Pound Poultry) back COLORdigital.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\avians\chickens\Poultry Plump (500-Pound Poultry) back COLORdigital.png","False","536427","523.85 KB","3/19/2026 3:11:34 PM","Candidate for removal later if not needed by bridge"
"Ben Banger in Car ORIGINAL COLOR 1.jpg",".jpg","images\Sketches\Kursed\Ben Banger in Car ORIGINAL COLOR 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Kursed\Ben Banger in Car ORIGINAL COLOR 1.jpg","False","536106","523.54 KB","5/9/2026 8:14:51 AM","Candidate for removal later if not needed by bridge"
"Homer Grin COLOR.jpg",".jpg","images\Sketches\grins\Homer Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin COLOR.jpg","False","535389","522.84 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Dudebox Monster ORIGINAL.jpg",".jpg","images\Sketches\Kaijus\Dudebox Monster ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Kaijus\Dudebox Monster ORIGINAL.jpg","False","533376","520.88 KB","5/8/2026 5:30:16 PM","Candidate for removal later if not needed by bridge"
"See Money COLOR digital.jpg",".jpg","images\Sketches\aquatic-dwellers\aqua-apes\See Money COLOR digital.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\aqua-apes\See Money COLOR digital.jpg","False","533012","520.52 KB","5/6/2026 7:21:21 AM","Candidate for removal later if not needed by bridge"
"Right Left Wing B&W.jpg",".jpg","images\Sketches\Skeletons\Right Left Wing B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Skeletons\Right Left Wing B&W.jpg","False","532379","519.90 KB","5/9/2026 10:34:51 AM","Candidate for removal later if not needed by bridge"
"Yin Yang Grin 2 B&W.jpg",".jpg","images\Sketches\grins\Yin Yang Grin 2 B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Yin Yang Grin 2 B&W.jpg","False","531244","518.79 KB","5/7/2026 6:58:01 PM","Candidate for removal later if not needed by bridge"
"Kursed Grin Side View B&W.jpg",".jpg","images\Sketches\grins\Kursed Grin Side View B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Kursed Grin Side View B&W.jpg","False","531118","518.67 KB","5/8/2026 6:52:54 AM","Candidate for removal later if not needed by bridge"
"Grin Brain Cone B&W.jpg",".jpg","images\Sketches\grins\Grin Brain Cone B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Brain Cone B&W.jpg","False","531057","518.61 KB","5/8/2026 6:52:45 AM","Candidate for removal later if not needed by bridge"
"Area 54 Cards - 340 - Cavaler Avaler.jpg",".jpg","images\Sketches\aliens\Area 54 Cards - 340 - Cavaler Avaler.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\aliens\Area 54 Cards - 340 - Cavaler Avaler.jpg","False","530738","518.30 KB","5/9/2026 12:16:41 PM","Candidate for removal later if not needed by bridge"
"Mr Met Grin COLOR.jpg",".jpg","images\Sketches\grins\Mr Met Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mr Met Grin COLOR.jpg","False","530078","517.65 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Right Left Wing COLOR.jpg",".jpg","images\Sketches\Skeletons\Right Left Wing COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Skeletons\Right Left Wing COLOR.jpg","False","528443","516.06 KB","5/9/2026 10:34:56 AM","Candidate for removal later if not needed by bridge"
"Numb Nut HERO.jpg",".jpg","images\Sketches\celebrity-characters\Numb Nut HERO.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Numb Nut HERO.jpg","False","527627","515.26 KB","5/8/2026 12:21:51 PM","Candidate for removal later if not needed by bridge"
"Mrs Numb Nut COLOR.jpg",".jpg","images\Sketches\celebrity-characters\Numb Nuts Family\Mrs Numb Nut COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Numb Nuts Family\Mrs Numb Nut COLOR.jpg","False","527627","515.26 KB","5/8/2026 12:21:51 PM","Candidate for removal later if not needed by bridge"
"Spongebob Grin in Waves B&W.jpg",".jpg","images\Sketches\grins\Spongebob Grin in Waves B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Spongebob Grin in Waves B&W.jpg","False","526960","514.61 KB","5/7/2026 6:53:53 PM","Candidate for removal later if not needed by bridge"
"Lucky Cat Grin B&W.jpg",".jpg","images\Sketches\grins\Lucky Cat Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lucky Cat Grin B&W.jpg","False","526599","514.26 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Teddy Bear Grin Standing B&W.jpg",".jpg","images\Sketches\grins\Teddy Bear Grin Standing B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Teddy Bear Grin Standing B&W.jpg","False","522112","509.88 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"camoclowndollarback copy.jpg",".jpg","images\Sketches\Objects\money-and-currency\camoclowndollarback copy.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\money-and-currency\camoclowndollarback copy.jpg","False","519703","507.52 KB","5/9/2026 11:41:33 AM","Candidate for removal later if not needed by bridge"
"Staples Pigeon Grin front COLOR.jpg",".jpg","images\Sketches\grins\Staples Pigeon Grin front COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Staples Pigeon Grin front COLOR.jpg","False","519556","507.38 KB","5/8/2026 6:52:45 AM","Candidate for removal later if not needed by bridge"
"newskullplaid sm.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\newskullplaid sm.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\newskullplaid sm.jpg","False","519494","507.32 KB","5/9/2026 11:42:07 AM","Candidate for removal later if not needed by bridge"
"Elephant Grin COLOR.jpg",".jpg","images\Sketches\grins\Elephant Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Elephant Grin COLOR.jpg","False","519235","507.07 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Scrap Ard ORIGINAL COLOR (2).jpg",".jpg","images\Sketches\avians\buzzards\Scrap Ard ORIGINAL COLOR (2).jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\avians\buzzards\Scrap Ard ORIGINAL COLOR (2).jpg","False","517883","505.75 KB","3/19/2026 3:11:17 PM","Candidate for removal later if not needed by bridge"
"series 2 #29 front - DUCKS - Jet Quack - Uncommon.jpg",".jpg","images\Sketches\avians\ducks\series 2 #29 front - DUCKS - Jet Quack - Uncommon.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\avians\ducks\series 2 #29 front - DUCKS - Jet Quack - Uncommon.jpg","False","517212","505.09 KB","5/6/2026 5:25:45 PM","Candidate for removal later if not needed by bridge"
"Smurf Grin COLOR.jpg",".jpg","images\Sketches\grins\Smurf Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smurf Grin COLOR.jpg","False","516987","504.87 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Salt of the Girth COLOR.jpg",".jpg","images\Sketches\celebrity-characters\Morton Salt Girl\Salt of the Girth COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Morton Salt Girl\Salt of the Girth COLOR.jpg","False","516764","504.65 KB","5/8/2026 12:20:15 PM","Candidate for removal later if not needed by bridge"
"morton salt HERO.jpg",".jpg","images\Sketches\celebrity-characters\morton salt HERO.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\morton salt HERO.jpg","False","516764","504.65 KB","5/8/2026 12:20:15 PM","Candidate for removal later if not needed by bridge"
"Dripping Grin ORIGINAL COLOR.jpg",".jpg","images\Sketches\grins\Dripping Grin ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Dripping Grin ORIGINAL COLOR.jpg","False","516274","504.17 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Ben Banger in Car ORIGINAL.jpg",".jpg","images\Sketches\Kursed\Ben Banger in Car ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Kursed\Ben Banger in Car ORIGINAL.jpg","False","515659","503.57 KB","5/9/2026 8:14:51 AM","Candidate for removal later if not needed by bridge"
"Street Fighter Juri ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Street Fighters\Street Fighter Juri ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Street Fighters\Street Fighter Juri ORIGINAL.jpg","False","515275","503.20 KB","5/8/2026 11:05:47 AM","Candidate for removal later if not needed by bridge"
"Snoopy Traditional Grin B&W.jpg",".jpg","images\Sketches\grins\Snoopy Traditional Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Snoopy Traditional Grin B&W.jpg","False","514795","502.73 KB","5/7/2026 6:53:53 PM","Candidate for removal later if not needed by bridge"
"Judge Mental ORIGINAL COLOR.jpg",".jpg","images\Sketches\Mythical Beings\Multiple Faces\Judge Mental ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Mythical Beings\Multiple Faces\Judge Mental ORIGINAL COLOR.jpg","False","514792","502.73 KB","5/9/2026 7:08:39 AM","Candidate for removal later if not needed by bridge"
"Allie Quack walking B&W.png",".png","images\Sketches\avians\ducks\Allie Quack walking B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\avians\ducks\Allie Quack walking B&W.png","False","513857","501.81 KB","5/6/2026 2:57:23 PM","Candidate for removal later if not needed by bridge"
"Battle Cat Grin Crouching COLOR.jpg",".jpg","images\Sketches\grins\Battle Cat Grin Crouching COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Battle Cat Grin Crouching COLOR.jpg","False","511897","499.90 KB","5/7/2026 3:53:31 PM","Candidate for removal later if not needed by bridge"
"Lisa Grin right side COLOR.jpg",".jpg","images\Sketches\grins\Lisa Grin right side COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lisa Grin right side COLOR.jpg","False","511815","499.82 KB","5/8/2026 6:52:45 AM","Candidate for removal later if not needed by bridge"
"Right Left Wing ORIGINAL.jpg",".jpg","images\Sketches\Skeletons\Right Left Wing ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Skeletons\Right Left Wing ORIGINAL.jpg","False","511416","499.43 KB","5/9/2026 10:34:58 AM","Candidate for removal later if not needed by bridge"
"moth ship.jpg",".jpg","images\Sketches\Objects\transportation\moth ship.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\transportation\moth ship.jpg","False","510852","498.88 KB","5/9/2026 11:42:24 AM","Candidate for removal later if not needed by bridge"
"Mogul Grin right side COLOR.jpg",".jpg","images\Sketches\grins\Mogul Grin right side COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mogul Grin right side COLOR.jpg","False","510687","498.72 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"img214 (2).jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\img214 (2).jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\img214 (2).jpg","False","510125","498.17 KB","5/9/2026 11:42:04 AM","Candidate for removal later if not needed by bridge"
"Delusionville+Camodot_Diamond.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\Delusionville+Camodot_Diamond.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\Delusionville+Camodot_Diamond.jpg","False","509266","497.33 KB","5/9/2026 11:42:02 AM","Candidate for removal later if not needed by bridge"
"Kursed Kid 1 ORIGINAL.jpg",".jpg","images\Sketches\Kursed\Kursed Kid 1 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Kursed\Kursed Kid 1 ORIGINAL.jpg","False","508558","496.64 KB","5/9/2026 8:16:13 AM","Candidate for removal later if not needed by bridge"
"Caterpillar ORIGINAL 2.jpg",".jpg","images\Sketches\Kaijus\Caterpillar ORIGINAL 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Kaijus\Caterpillar ORIGINAL 2.jpg","False","508495","496.58 KB","5/8/2026 5:28:22 PM","Candidate for removal later if not needed by bridge"
"The Pepe in the Hat B&W.jpg",".jpg","images\Sketches\celebrity-characters\Pepe the Frog\The Pepe in the Hat B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Pepe the Frog\The Pepe in the Hat B&W.jpg","False","508184","496.27 KB","5/8/2026 12:38:26 PM","Candidate for removal later if not needed by bridge"
"Mr Potato Grin COLOR 2.png",".png","images\Sketches\grins\Mr Potato Grin COLOR 2.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mr Potato Grin COLOR 2.png","False","507234","495.35 KB","3/21/2026 7:22:57 AM","Candidate for removal later if not needed by bridge"
"Stratus Sipson ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Simpsons\Stratus Sipson ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Simpsons\Stratus Sipson ORIGINAL.jpg","False","507088","495.20 KB","5/8/2026 11:02:39 AM","Candidate for removal later if not needed by bridge"
"paisleysmile.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\paisleysmile.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\paisleysmile.jpg","False","506505","494.63 KB","5/9/2026 11:42:08 AM","Candidate for removal later if not needed by bridge"
"Richie Grin COLOR.jpg",".jpg","images\Sketches\grins\Richie Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Richie Grin COLOR.jpg","False","506096","494.23 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Grouch Grin B&W.jpg",".jpg","images\Sketches\grins\Grouch Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grouch Grin B&W.jpg","False","505243","493.40 KB","5/8/2026 6:52:54 AM","Candidate for removal later if not needed by bridge"
"Pepe Squidward B&W.jpg",".jpg","images\Sketches\celebrity-characters\Pepe the Frog\Pepe Squidward B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Pepe the Frog\Pepe Squidward B&W.jpg","False","504252","492.43 KB","5/8/2026 12:38:26 PM","Candidate for removal later if not needed by bridge"
"Sin of Consciousness ORIGINAL.jpg",".jpg","images\Sketches\brains\Sin of Consciousness ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\brains\Sin of Consciousness ORIGINAL.jpg","False","503750","491.94 KB","5/8/2026 5:09:02 PM","Candidate for removal later if not needed by bridge"
"Kursed Kid 5 ORIGINAL.jpg",".jpg","images\Sketches\Kursed\Kursed Kid 5 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Kursed\Kursed Kid 5 ORIGINAL.jpg","False","503139","491.35 KB","5/9/2026 8:16:15 AM","Candidate for removal later if not needed by bridge"
"Jane Jetson Grin B&W.jpg",".jpg","images\Sketches\grins\Jane Jetson Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Jane Jetson Grin B&W.jpg","False","503044","491.25 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Rabbbit Double Grin Mouth COLOR.jpg",".jpg","images\Sketches\grins\Rabbbit Double Grin Mouth COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit Double Grin Mouth COLOR.jpg","False","502680","490.90 KB","5/8/2026 6:52:54 AM","Candidate for removal later if not needed by bridge"
"Clown in Car 2 ORIGINAL COLOR.jpg",".jpg","images\Sketches\Mythical Beings\Mythical Humans\Clown in Car 2 ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Mythical Beings\Mythical Humans\Clown in Car 2 ORIGINAL COLOR.jpg","False","501688","489.93 KB","5/9/2026 7:12:08 AM","Candidate for removal later if not needed by bridge"
"Jake the Dog Grin COLOR.jpg",".jpg","images\Sketches\grins\Jake the Dog Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Jake the Dog Grin COLOR.jpg","False","501487","489.73 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"rollercoastersketch.jpg",".jpg","images\Sketches\Objects\amusement-rides-and-games\rollercoastersketch.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\amusement-rides-and-games\rollercoastersketch.jpg","False","499745","488.03 KB","5/9/2026 11:40:34 AM","Candidate for removal later if not needed by bridge"
"Kiss Skull Ace ORIGINAL.jpg",".jpg","images\Sketches\Skeletons\Kiss Skull Ace ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Skeletons\Kiss Skull Ace ORIGINAL.jpg","False","499351","487.65 KB","5/9/2026 10:30:36 AM","Candidate for removal later if not needed by bridge"
"Timid Shark Grin COLOR.jpg",".jpg","images\Sketches\grins\Timid Shark Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Timid Shark Grin COLOR.jpg","False","499153","487.45 KB","5/8/2026 6:52:54 AM","Candidate for removal later if not needed by bridge"
"camoarmymenversion6.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\camoarmymenversion6.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\camoarmymenversion6.jpg","False","498940","487.25 KB","5/9/2026 11:42:01 AM","Candidate for removal later if not needed by bridge"
"badlydrawnbucksm.jpg",".jpg","images\Sketches\Objects\money-and-currency\badlydrawnbucksm.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\money-and-currency\badlydrawnbucksm.jpg","False","498837","487.15 KB","5/9/2026 11:41:32 AM","Candidate for removal later if not needed by bridge"
"Honey Butts Grin COLOR.jpg",".jpg","images\Sketches\grins\Honey Butts Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Honey Butts Grin COLOR.jpg","False","498184","486.51 KB","5/8/2026 6:52:54 AM","Candidate for removal later if not needed by bridge"
"Cathy Cowgirl Holding Pepe Head B&W.jpg",".jpg","images\Sketches\celebrity-characters\Pepe the Frog\Cathy Cowgirl Holding Pepe Head B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Pepe the Frog\Cathy Cowgirl Holding Pepe Head B&W.jpg","False","497290","485.63 KB","5/8/2026 12:38:26 PM","Candidate for removal later if not needed by bridge"
"Leopard Grin 1 COLOR.png",".png","images\Sketches\grins\Leopard Grin 1 COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Leopard Grin 1 COLOR.png","False","497289","485.63 KB","3/21/2026 7:21:56 AM","Candidate for removal later if not needed by bridge"
"David Grin ORIGINAL.jpg",".jpg","images\Sketches\grins\David Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\David Grin ORIGINAL.jpg","False","496968","485.32 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Fat Pebbles ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Flintstones\Fat Pebbles ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Flintstones\Fat Pebbles ORIGINAL.jpg","False","496540","484.90 KB","5/8/2026 11:03:03 AM","Candidate for removal later if not needed by bridge"
"Robbie Spray Grin.jpg",".jpg","images\Sketches\grins\Robbie Spray Grin.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Robbie Spray Grin.jpg","False","495347","483.74 KB","5/7/2026 9:49:23 AM","Candidate for removal later if not needed by bridge"
"Bart back COLOR.png",".png","images\Sketches\celebrity-characters\Simpsons\Bart back COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Simpsons\Bart back COLOR.png","False","494772","483.18 KB","5/8/2026 11:02:32 AM","Candidate for removal later if not needed by bridge"
"Tupac Grin COLOR 1.jpg",".jpg","images\Sketches\grins\Tupac Grin COLOR 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Tupac Grin COLOR 1.jpg","False","494083","482.50 KB","3/21/2026 7:25:44 AM","Candidate for removal later if not needed by bridge"
"newskullplaid.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\newskullplaid.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\newskullplaid.jpg","False","493950","482.37 KB","5/9/2026 11:42:07 AM","Candidate for removal later if not needed by bridge"
"Hello Kitty Grin COLOR.jpg",".jpg","images\Sketches\grins\Hello Kitty Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Hello Kitty Grin COLOR.jpg","False","493448","481.88 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Skeleton Grin front B&W.jpg",".jpg","images\Sketches\grins\Skeleton Grin front B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Skeleton Grin front B&W.jpg","False","493360","481.80 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Area 54 Cards - 337 - Cavaler Avaler.jpg",".jpg","images\Sketches\aliens\Area 54 Cards - 337 - Cavaler Avaler.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\aliens\Area 54 Cards - 337 - Cavaler Avaler.jpg","False","493360","481.80 KB","5/9/2026 12:16:41 PM","Candidate for removal later if not needed by bridge"
"series 1 #12 back - DUCKS - Dr bub quack - common.png",".png","images\Sketches\avians\ducks\series 1 #12 back - DUCKS - Dr bub quack - common.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\avians\ducks\series 1 #12 back - DUCKS - Dr bub quack - common.png","False","493253","481.69 KB","5/6/2026 5:29:44 PM","Candidate for removal later if not needed by bridge"
"pinocchio grin left side - B&W - Trace girl.jpg",".jpg","images\Sketches\grins\pinocchio grin left side - B&W - Trace girl.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\pinocchio grin left side - B&W - Trace girl.jpg","False","493012","481.46 KB","5/8/2026 6:52:45 AM","Candidate for removal later if not needed by bridge"
"series 2 #3 back - AQUA APES - Jah Bliss Octopus - common.jpg",".jpg","images\Sketches\aquatic-dwellers\octopi\series 2 #3 back - AQUA APES - Jah Bliss Octopus - common.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\octopi\series 2 #3 back - AQUA APES - Jah Bliss Octopus - common.jpg","False","492339","480.80 KB","5/6/2026 12:09:41 PM","Candidate for removal later if not needed by bridge"
