"FileName","Extension","SizeKB","UsedOnAnyGrinsHtmlPage","ProposedCharacter","ProposedPageFile","ProposedSection","PageAlreadyExists","ProposedAction","ReviewNotes","FullPath"
"Gorilla Grin COLOR.jpg",".jpg","358.7","False","Gorilla Grin","gorilla-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gorilla Grin COLOR.jpg"
"Gorilla grin ORIGINAL COLOR 2.png",".png","222.2","False","Gorilla grin","gorilla-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gorilla grin ORIGINAL COLOR 2.png"
"Grim Grin (Grin Reaper) B&W.jpg",".jpg","380","False","Grim Grin (Grin Reaper)","grim-grin-grin-reaper.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Grin (Grin Reaper) B&W.jpg"
"Grim Grin (Grin Reaper) COLOR.jpg",".jpg","284.8","False","Grim Grin (Grin Reaper)","grim-grin-grin-reaper.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Grin (Grin Reaper) COLOR.jpg"
"Grim Reaper Grin ORIGINAL COLOR 2.jpg",".jpg","143.8","False","Grim Reaper Grin","grim-reaper-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Reaper Grin ORIGINAL COLOR 2.jpg"
"Grim Reefer COLOR.jpg",".jpg","321.4","False","Grim Reefer","grim-reefer.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grim Reefer COLOR.jpg"
"Grin animation back B&W.jpg",".jpg","274.6","False","Grin animation","grin-animation.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin animation back B&W.jpg"
"Grin animation back COLOR.jpg",".jpg","449.7","False","Grin animation","grin-animation.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin animation back COLOR.jpg"
"Grin B&W.jpg",".jpg","380.9","False","Grin","grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin B&W.jpg"
"Grin Brain Cone B&W.jpg",".jpg","518.6","False","Grin Brain Cone","grin-brain-cone.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Brain Cone B&W.jpg"
"Grin Bunny Three Ears COLOR.jpg",".jpg","403.9","False","Grin Bunny Three Ears","grin-bunny-three-ears.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Bunny Three Ears COLOR.jpg"
"Grin Car back B&W.jpg",".jpg","458","False","Grin Car","grin-car.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Car back B&W.jpg"
"Grin Car front COLOR.jpg",".jpg","439","False","Grin Car","grin-car.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Car front COLOR.jpg"
"Grin Car side B&W.jpg",".jpg","477.4","False","Grin Car","grin-car.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Car side B&W.jpg"
"Grin Car three quarters COLOR.jpg",".jpg","333.8","False","Grin Car","grin-car.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Car three quarters COLOR.jpg"
"Grin Flower B&W.jpg",".jpg","332.7","False","Grin Flower","grin-flower.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Flower B&W.jpg"
"Grin God back B&W.jpg",".jpg","351.2","False","Grin God","grin-god.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God back B&W.jpg"
"Grin God back COLOR.jpg",".jpg","313.5","False","Grin God","grin-god.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God back COLOR.jpg"
"Grin God COLOR.jpg",".jpg","270","False","Grin God","grin-god.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God COLOR.jpg"
"Grin Planet COLOR.jpg",".jpg","302.4","False","Grin Planet","grin-planet.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Planet COLOR.jpg"
"Grin Reaper version 2 COLOR.jpg",".jpg","431.8","False","Grin Reaper version 2","grin-reaper-version-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Reaper version 2 COLOR.jpg"
"Grin Smoker B&W.jpg",".jpg","370.6","False","Grin Smoker","grin-smoker.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Smoker B&W.jpg"
"Grinch Grin COLOR.jpg",".jpg","292.8","False","Grinch Grin","grinch-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinch Grin COLOR.jpg"
"Grinnie COLOR.jpg",".jpg","443.5","False","Grinnie","grinnie.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie COLOR.jpg"
"Grinnie Delusionville Pilot in plane side B&W.jpg",".jpg","398.7","False","Grinnie Delusionville Pilot in plane","grinnie-delusionville-pilot-in-plane.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Delusionville Pilot in plane side B&W.jpg"
"Grinnie Delusionville Pilot in plane side COLOR.jpg",".jpg","417.4","False","Grinnie Delusionville Pilot in plane","grinnie-delusionville-pilot-in-plane.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Delusionville Pilot in plane side COLOR.jpg"
"Grinnie Delusionville Pilot in plane three quarters B&W.png",".png","73.2","False","Grinnie Delusionville Pilot in plane","grinnie-delusionville-pilot-in-plane.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Delusionville Pilot in plane three quarters B&W.png"
"Grinnie Delusionville Pilot side B&W.jpg",".jpg","383.6","False","Grinnie Delusionville Pilot","grinnie-delusionville-pilot.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Delusionville Pilot side B&W.jpg"
"Grinnie Sideview Eyeball B&W.jpg",".jpg","327.2","False","Grinnie Sideview Eyeball","grinnie-sideview-eyeball.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Sideview Eyeball B&W.jpg"
"Grinnie Sideview Eyeball COLOR.jpg",".jpg","469.7","False","Grinnie Sideview Eyeball","grinnie-sideview-eyeball.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Sideview Eyeball COLOR.jpg"
"Grinnies Grin B&W.jpg",".jpg","289.5","False","Grinnies Grin","grinnies-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies Grin B&W.jpg"
"Grinnies Grin ORIGINAL.jpg",".jpg","452.5","False","Grinnies Grin","grinnies-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies Grin ORIGINAL.jpg"
"Grinnies on TV COLOR.jpg",".jpg","262.2","False","Grinnies on TV","grinnies-on-tv.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies on TV COLOR.jpg"
"Grinnies Twins B&W.jpg",".jpg","413.9","False","Grinnies Twins","grinnies-twins.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies Twins B&W.jpg"
"Grogu Grin B&W.jpg",".jpg","274.1","False","Grogu Grin","grogu-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grogu Grin B&W.jpg"
"Grogu Grin COLOR.jpg",".jpg","55.2","False","Grogu Grin","grogu-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grogu Grin COLOR.jpg"
"Grouch Grin B&W.jpg",".jpg","493.4","False","Grouch Grin","grouch-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grouch Grin B&W.jpg"
"Grouch Grin COLOR.jpg",".jpg","392","False","Grouch Grin","grouch-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grouch Grin COLOR.jpg"
"Gummy Bear Grin B&W.jpg",".jpg","347.1","False","Gummy Bear Grin","gummy-bear-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gummy Bear Grin B&W.jpg"
"Gummy Bear Grin COLOR.jpg",".jpg","546","False","Gummy Bear Grin","gummy-bear-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gummy Bear Grin COLOR.jpg"
"Hawaiian Punch Grin B&W.jpg",".jpg","430.7","False","Hawaiian Punch Grin","hawaiian-punch-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Hawaiian Punch Grin B&W.jpg"
"Hawaiian Punch Grin COLOR.jpg",".jpg","451.3","False","Hawaiian Punch Grin","hawaiian-punch-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Hawaiian Punch Grin COLOR.jpg"
"Hello Kitty Grin B&W.jpg",".jpg","313.2","False","Hello Kitty Grin","hello-kitty-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Hello Kitty Grin B&W.jpg"
"Hello Kitty Grin COLOR.jpg",".jpg","481.9","False","Hello Kitty Grin","hello-kitty-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Hello Kitty Grin COLOR.jpg"
"Hello Kitty Grin left side COLOR.jpg",".jpg","413.6","False","Hello Kitty Grin","hello-kitty-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Hello Kitty Grin left side COLOR.jpg"
"Hello Kitty Grin ORIGINAL COLOR.jpg",".jpg","208.5","False","Hello Kitty Grin","hello-kitty-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Hello Kitty Grin ORIGINAL COLOR.jpg"
"Hello Kitty Grin right side COLOR.jpg",".jpg","381.5","False","Hello Kitty Grin","hello-kitty-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Hello Kitty Grin right side COLOR.jpg"
"Hello Kitty ORIGINAL COLOR.jpg",".jpg","129","False","Hello Kitty","hello-kitty.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Hello Kitty ORIGINAL COLOR.jpg"
"Homer Grin 3 back B&W.jpg",".jpg","402.9","False","Homer Grin 3","homer-grin-3.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin 3 back B&W.jpg"
"Homer Grin 3 back COLOR.jpg",".jpg","430.3","False","Homer Grin 3","homer-grin-3.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin 3 back COLOR.jpg"
"Homer Grin 3 left side B&W.jpg",".jpg","290.5","False","Homer Grin 3","homer-grin-3.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin 3 left side B&W.jpg"
"Homer Grin 3 left side COLOR.jpg",".jpg","306.8","False","Homer Grin 3","homer-grin-3.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin 3 left side COLOR.jpg"
"Homer Grin 3 right side B&W.jpg",".jpg","289.7","False","Homer Grin 3","homer-grin-3.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin 3 right side B&W.jpg"
"Homer Grin 3 right side COLOR.jpg",".jpg","305.7","False","Homer Grin 3","homer-grin-3.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin 3 right side COLOR.jpg"
"Homer Grin B&W.jpg",".jpg","298.7","False","Homer Grin","homer-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin B&W.jpg"
"Homer Grin COLOR.jpg",".jpg","522.8","False","Homer Grin","homer-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin COLOR.jpg"
"Homer Grin Flying B&W.jpg",".jpg","321.6","False","Homer Grin Flying","homer-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin Flying B&W.jpg"
"Homer Grin Flying COLOR.jpg",".jpg","479.9","False","Homer Grin Flying","homer-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin Flying COLOR.jpg"
"Homer Grin headshot B&W.jpg",".jpg","343.3","False","Homer Grin","homer-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin headshot B&W.jpg"
"Homer Grin headshot side B&W.jpg",".jpg","302.9","False","Homer Grin","homer-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin headshot side B&W.jpg"
"Homer grin version 2 back B&W.jpg",".jpg","382","False","Homer grin version 2","homer-grin-version-2.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer grin version 2 back B&W.jpg"
"Homer grin version 2 back COLOR.jpg",".jpg","377.4","False","Homer grin version 2","homer-grin-version-2.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer grin version 2 back COLOR.jpg"
"Homer Grin version 2 left side B&W.jpg",".jpg","305.1","False","Homer Grin version 2","homer-grin-version-2.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin version 2 left side B&W.jpg"
"Homer Grin version 2 left side COLOR.jpg",".jpg","329.1","False","Homer Grin version 2","homer-grin-version-2.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin version 2 left side COLOR.jpg"
"Homer Grin version 2 right side B&W.jpg",".jpg","322","False","Homer Grin version 2","homer-grin-version-2.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin version 2 right side B&W.jpg"
"Homer Grin version 2 right side COLOR.jpg",".jpg","346.5","False","Homer Grin version 2","homer-grin-version-2.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Homer Grin version 2 right side COLOR.jpg"
"Honey Butts Grin COLOR.jpg",".jpg","486.5","False","Honey Butts Grin","honey-butts-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Honey Butts Grin COLOR.jpg"
"HR Puffenstuff Grin B&W.jpg",".jpg","342","False","HR Puffenstuff Grin","hr-puffenstuff-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\HR Puffenstuff Grin B&W.jpg"
"Jake Grin ORIGINAL COLOR.jpg",".jpg","135.3","False","Jake Grin","jake-grin.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Jake Grin ORIGINAL COLOR.jpg"
"Jake the Dog Grin B&W.jpg",".jpg","317.7","False","Jake the Dog Grin","jake-the-dog-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Jake the Dog Grin B&W.jpg"
"Jake the Dog Grin COLOR.jpg",".jpg","489.7","False","Jake the Dog Grin","jake-the-dog-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Jake the Dog Grin COLOR.jpg"
"Jake the Dog Grin ORIGINAL COLOR.jpg",".jpg","245.2","False","Jake the Dog Grin","jake-the-dog-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Jake the Dog Grin ORIGINAL COLOR.jpg"
"Jane Jetson Grin B&W.jpg",".jpg","491.3","False","Jane Jetson Grin","jane-jetson-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Jane Jetson Grin B&W.jpg"
"Jane Jetson Grin COLOR.1.jpg",".jpg","326.5","False","Jane Jetson Grin COLOR.1","jane-jetson-grin-color-1.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Jane Jetson Grin COLOR.1.jpg"
"Jane Jetson Grin COLOR.jpg",".jpg","292","False","Jane Jetson Grin","jane-jetson-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Jane Jetson Grin COLOR.jpg"
"Joker Grin COLOR.jpg",".jpg","305.3","False","Joker Grin","joker-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Joker Grin COLOR.jpg"
"Kanegon Grin B&W.jpg",".jpg","432.5","False","Kanegon Grin","kanegon-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Kanegon Grin B&W.jpg"
"Kevin Durant Grin With Ball B&W.jpg",".jpg","361.7","False","Kevin Durant Grin","kevin-durant-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Kevin Durant Grin With Ball B&W.jpg"
"Kevin Durant Grin With Ball COLOR.jpg",".jpg","271.8","False","Kevin Durant Grin","kevin-durant-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Kevin Durant Grin With Ball COLOR.jpg"
"Kiss Gene Grin B&W.jpg",".jpg","384.2","False","Kiss Gene Grin","kiss-gene-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Kiss Gene Grin B&W.jpg"
"Kiss Gene Grin COLOR.jpg",".jpg","478.1","False","Kiss Gene Grin","kiss-gene-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Kiss Gene Grin COLOR.jpg"
"Krusty the Clown Grin front COLOR.jpg",".jpg","462.8","False","Krusty the Clown Grin","krusty-the-clown-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Krusty the Clown Grin front COLOR.jpg"
"Kursed Grin Side View B&W.jpg",".jpg","518.7","False","Kursed Grin","kursed-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Kursed Grin Side View B&W.jpg"
"Lagoon Creature Grin COLOR.jpg",".jpg","176.4","False","Lagoon Creature Grin","lagoon-creature-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lagoon Creature Grin COLOR.jpg"
"Lemon Boy grin B&W.jpg",".jpg","266.1","False","Lemon Boy grin","lemon-boy-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lemon Boy grin B&W.jpg"
"Liberty Grin B&W 2.jpeg",".jpeg","143.2","False","Liberty Grin","liberty-grin.html","Digitized Versions","True","Add to existing page","JPEG extension: verify exact extension is preserved.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Liberty Grin B&W 2.jpeg"
"Liberty Grin COLOR.jpg",".jpg","45.2","False","Liberty Grin","liberty-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Liberty Grin COLOR.jpg"
"Lion Face Grin B&W.png",".png","109.9","False","Lion Face Grin","lion-face-grin.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lion Face Grin B&W.png"
"Lion Face Grin COLOR 1.png",".png","194.5","False","Lion Face Grin","lion-face-grin.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lion Face Grin COLOR 1.png"
"Lion Face Grin COLOR 2.jpg",".jpg","320.6","False","Lion Face Grin","lion-face-grin.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lion Face Grin COLOR 2.jpg"
"Lisa Grin front B&W.jpg",".jpg","429.2","False","Lisa Grin","lisa-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lisa Grin front B&W.jpg"
"Lisa Grin left side B&W.jpg",".jpg","406.4","False","Lisa Grin","lisa-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lisa Grin left side B&W.jpg"
"Lisa Grin right side B&W.jpg",".jpg","425.8","False","Lisa Grin","lisa-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lisa Grin right side B&W.jpg"
"Lisa Grin right side COLOR.jpg",".jpg","499.8","False","Lisa Grin","lisa-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lisa Grin right side COLOR.jpg"
"Lucky Cat Grin B&W.jpg",".jpg","514.3","False","Lucky Cat Grin","lucky-cat-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Lucky Cat Grin B&W.jpg"
"Mad Mickey Grin ORIGINAL COLOR.jpg",".jpg","308.4","False","Mad Mickey Grin","mad-mickey-grin.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mad Mickey Grin ORIGINAL COLOR.jpg"
"Maggie Grin back B&W.jpg",".jpg","305.5","False","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin back B&W.jpg"
"Maggie Grin back COLOR.jpg",".jpg","381.1","False","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin back COLOR.jpg"
"Maggie Grin front B&W.jpg",".jpg","402.5","False","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin front B&W.jpg"
"Maggie Grin side B&W.jpg",".jpg","422.3","False","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin side B&W.jpg"
"Man Shark COLORED.jpg",".jpg","344.4","False","Man Shark COLORED","man-shark-colored.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Man Shark COLORED.jpg"
"Manny Pacquaio Grin B&W.jpg",".jpg","290","False","Manny Pacquaio Grin","manny-pacquaio-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Manny Pacquaio Grin B&W.jpg"
"Marge Grin front COLOR.jpg",".jpg","391.2","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin front COLOR.jpg"
"Marge Grin left side B&W.jpg",".jpg","343.2","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin left side B&W.jpg"
"Marge Grin left side COLOR.jpg",".jpg","314.8","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin left side COLOR.jpg"
"Marge Grin right side B&W.jpg",".jpg","343","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin right side B&W.jpg"
"Marge Grin right side COLOR.jpg",".jpg","316.4","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin right side COLOR.jpg"
